batch_id,output_id,run_id,prompt_version,FA,BT,ET,HR,SC,ST,prompt_json_path,run_json_path,image_path,rating,notes
face_pass_mvp,FA-SG-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r02,02,01,SG-PH-B,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-SG-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-SG-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r02.json,,,
face_pass_mvp,FA-SG-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r03,03,01,SG-PH-B,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-SG-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-SG-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r03.json,,,
face_pass_mvp,FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r01,01,01,MB-PH-A,AL,PH,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r01.json,,,
face_pass_mvp,FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r02,02,01,MB-PH-A,AL,PH,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r02.json,,,
face_pass_mvp,FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r03,03,01,MB-PH-A,AL,PH,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-A__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r03.json,,,
face_pass_mvp,FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r01,01,01,MB-PH-A,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r01.json,,,
face_pass_mvp,FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r02,02,01,MB-PH-A,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r02.json,,,
face_pass_mvp,FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r03,03,01,MB-PH-A,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-A__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r03.json,,,
face_pass_mvp,FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r01,01,01,MB-PH-B,AL,PH,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r01.json,,,
face_pass_mvp,FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r02,02,01,MB-PH-B,AL,PH,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r02.json,,,
face_pass_mvp,FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r03,03,01,MB-PH-B,AL,PH,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-B__BT-AL__ET-PH__HR-ST__SC-DOOR__ST-POCA__v01__r03.json,,,
face_pass_mvp,FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r01,01,01,MB-PH-B,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r01.json,,,
face_pass_mvp,FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r02,02,01,MB-PH-B,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r02.json,,,
face_pass_mvp,FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r03,03,01,MB-PH-B,AL,EA,ST,DOOR,POCA,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/prompts/FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01.json,/Users/skylarmartinez/.gemini/antigravity/scratch/avatar-db/builds/runs/FA-MB-PH-B__BT-AL__ET-EA__HR-ST__SC-DOOR__ST-POCA__v01__r03.json,,,
